zenodo_row_idx,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Gender_lbl,Internet_lbl,Extracurricular_lbl,EduTech_lbl,Discussions_lbl,Motivation_lbl,StressLevel_lbl,Resources_lbl,FinalGrade_lbl,LearningStyle_lbl,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm
10932,19,85,2,0,0,1,1,27,1,15,1,100,94,1,0,0,Male,Yes,No,Yes,Yes,High,High,Medium,Distinction,Kinesthetic,0.625,1.0,0.9,0.0,0.0,1.0
10933,19,85,1,0,0,1,1,19,3,9,1,83,61,0,1,2,Male,Yes,No,No,Yes,High,Low,Low,Pass,Visual,0.625,0.6600000000000001,0.35,0.0,0.5,1.0
10934,19,85,1,0,0,1,1,27,1,15,1,100,94,1,0,0,Male,Yes,No,Yes,Yes,High,High,Low,Distinction,Kinesthetic,0.625,1.0,0.9,0.0,0.0,1.0
10935,19,85,1,1,2,1,1,19,3,9,1,83,61,0,1,2,Male,Yes,Yes,No,Yes,Medium,Low,Low,Pass,Visual,0.625,0.6600000000000001,0.35,1.0,0.5,1.0
10936,19,85,1,1,2,1,1,27,1,15,1,100,94,1,0,0,Male,Yes,Yes,Yes,Yes,Medium,High,Low,Distinction,Kinesthetic,0.625,1.0,0.9,1.0,0.0,1.0
10937,28,74,1,1,0,1,0,28,1,11,1,57,68,1,1,2,Female,Yes,Yes,Yes,Yes,High,Low,Low,Pass,Kinesthetic,0.3500000000000001,0.14000000000000012,0.4666666666666667,0.0,0.5,1.0
10938,28,74,1,1,0,1,0,25,2,5,1,79,99,1,2,0,Female,Yes,Yes,Yes,Yes,High,Medium,Low,Distinction,ReadWrite,0.3500000000000001,0.5800000000000001,0.9833333333333333,0.0,1.0,1.0
10939,28,74,1,0,0,1,0,28,1,11,1,57,68,1,1,2,Female,Yes,No,Yes,Yes,High,Low,Low,Pass,Kinesthetic,0.3500000000000001,0.14000000000000012,0.4666666666666667,0.0,0.5,1.0
10940,28,74,1,0,0,1,0,25,2,5,1,79,99,1,2,0,Female,Yes,No,Yes,Yes,High,Medium,Low,Distinction,ReadWrite,0.3500000000000001,0.5800000000000001,0.9833333333333333,0.0,1.0,1.0
10941,7,96,1,1,1,1,0,21,3,5,0,51,74,0,0,1,Female,Yes,Yes,No,No,Low,High,Low,Merit,Visual,0.9000000000000004,0.020000000000000018,0.5666666666666668,0.5,0.0,0.0
10942,7,96,1,1,1,1,0,29,1,16,1,79,76,0,2,1,Female,Yes,Yes,No,Yes,Low,Medium,Low,Merit,Kinesthetic,0.9000000000000004,0.5800000000000001,0.6,0.5,1.0,1.0
10943,11,99,2,1,2,0,1,18,0,19,0,88,73,0,1,1,Male,No,Yes,No,No,Medium,Low,Medium,Merit,Auditory,0.9750000000000001,0.76,0.5499999999999999,1.0,0.5,0.0
10944,11,99,0,1,1,1,1,18,0,19,0,88,73,0,1,1,Male,Yes,Yes,No,No,Low,Low,High,Merit,Auditory,0.9750000000000001,0.76,0.5499999999999999,0.5,0.5,0.0
10945,11,99,1,1,2,1,1,18,0,19,0,88,73,0,1,1,Male,Yes,Yes,No,No,Medium,Low,Low,Merit,Auditory,0.9750000000000001,0.76,0.5499999999999999,1.0,0.5,0.0
10946,18,96,0,0,1,1,1,28,2,8,0,94,55,0,2,2,Male,Yes,No,No,No,Low,Medium,High,Pass,ReadWrite,0.9000000000000004,0.8800000000000001,0.25,0.5,1.0,0.0
10947,18,96,0,0,1,1,1,26,0,10,1,77,97,1,2,0,Male,Yes,No,Yes,Yes,Low,Medium,High,Distinction,Auditory,0.9000000000000004,0.54,0.9500000000000001,0.5,1.0,1.0
10948,18,96,0,0,1,1,1,21,1,5,1,64,95,1,2,0,Male,Yes,No,Yes,Yes,Low,Medium,High,Distinction,Kinesthetic,0.9000000000000004,0.28,0.9166666666666666,0.5,1.0,1.0
10949,18,96,2,0,2,1,1,28,2,8,0,94,55,0,2,2,Male,Yes,No,No,No,Medium,Medium,Medium,Pass,ReadWrite,0.9000000000000004,0.8800000000000001,0.25,1.0,1.0,0.0
10950,18,96,2,0,2,1,1,26,0,10,1,77,97,1,2,0,Male,Yes,No,Yes,Yes,Medium,Medium,Medium,Distinction,Auditory,0.9000000000000004,0.54,0.9500000000000001,1.0,1.0,1.0
10951,18,96,2,0,2,1,1,21,1,5,1,64,95,1,2,0,Male,Yes,No,Yes,Yes,Medium,Medium,Medium,Distinction,Kinesthetic,0.9000000000000004,0.28,0.9166666666666666,1.0,1.0,1.0
10952,18,96,2,1,1,1,1,28,2,8,0,94,55,0,2,2,Male,Yes,Yes,No,No,Low,Medium,Medium,Pass,ReadWrite,0.9000000000000004,0.8800000000000001,0.25,0.5,1.0,0.0
10953,18,96,2,1,1,1,1,26,0,10,1,77,97,1,2,0,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Distinction,Auditory,0.9000000000000004,0.54,0.9500000000000001,0.5,1.0,1.0
10954,18,96,2,1,1,1,1,21,1,5,1,64,95,1,2,0,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Distinction,Kinesthetic,0.9000000000000004,0.28,0.9166666666666666,0.5,1.0,1.0
10955,18,96,2,1,2,1,1,28,2,8,0,94,55,0,2,2,Male,Yes,Yes,No,No,Medium,Medium,Medium,Pass,ReadWrite,0.9000000000000004,0.8800000000000001,0.25,1.0,1.0,0.0
10956,18,96,2,1,2,1,1,26,0,10,1,77,97,1,2,0,Male,Yes,Yes,Yes,Yes,Medium,Medium,Medium,Distinction,Auditory,0.9000000000000004,0.54,0.9500000000000001,1.0,1.0,1.0
10957,18,96,2,1,2,1,1,21,1,5,1,64,95,1,2,0,Male,Yes,Yes,Yes,Yes,Medium,Medium,Medium,Distinction,Kinesthetic,0.9000000000000004,0.28,0.9166666666666666,1.0,1.0,1.0
10958,17,65,1,1,1,1,1,23,2,17,1,73,54,1,1,3,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Fail,ReadWrite,0.125,0.45999999999999996,0.2333333333333334,0.5,0.5,1.0
10959,17,65,1,1,1,1,1,29,3,15,1,65,87,0,2,0,Male,Yes,Yes,No,Yes,Low,Medium,Low,Distinction,Visual,0.125,0.30000000000000004,0.7833333333333333,0.5,1.0,1.0
10960,17,65,1,1,0,1,1,23,2,17,1,73,54,1,1,3,Male,Yes,Yes,Yes,Yes,High,Low,Low,Fail,ReadWrite,0.125,0.45999999999999996,0.2333333333333334,0.0,0.5,1.0
10961,17,65,1,1,0,1,1,29,3,15,1,65,87,0,2,0,Male,Yes,Yes,No,Yes,High,Medium,Low,Distinction,Visual,0.125,0.30000000000000004,0.7833333333333333,0.0,1.0,1.0
10962,17,65,2,0,1,1,1,23,2,17,1,73,54,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,Medium,Fail,ReadWrite,0.125,0.45999999999999996,0.2333333333333334,0.5,0.5,1.0
10963,17,65,2,0,1,1,1,29,3,15,1,65,87,0,2,0,Male,Yes,No,No,Yes,Low,Medium,Medium,Distinction,Visual,0.125,0.30000000000000004,0.7833333333333333,0.5,1.0,1.0
10964,17,65,1,0,1,1,1,23,2,17,1,73,54,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,Low,Fail,ReadWrite,0.125,0.45999999999999996,0.2333333333333334,0.5,0.5,1.0
10965,17,65,1,0,1,1,1,29,3,15,1,65,87,0,2,0,Male,Yes,No,No,Yes,Low,Medium,Low,Distinction,Visual,0.125,0.30000000000000004,0.7833333333333333,0.5,1.0,1.0
10966,17,65,2,0,1,1,1,23,2,17,1,73,54,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,Medium,Fail,ReadWrite,0.125,0.45999999999999996,0.2333333333333334,0.5,0.5,1.0
10967,17,65,2,0,1,1,1,29,3,15,1,65,87,0,2,0,Male,Yes,No,No,Yes,Low,Medium,Medium,Distinction,Visual,0.125,0.30000000000000004,0.7833333333333333,0.5,1.0,1.0
10968,17,65,2,1,0,1,1,23,2,17,1,73,54,1,1,3,Male,Yes,Yes,Yes,Yes,High,Low,Medium,Fail,ReadWrite,0.125,0.45999999999999996,0.2333333333333334,0.0,0.5,1.0
10969,17,65,2,1,0,1,1,29,3,15,1,65,87,0,2,0,Male,Yes,Yes,No,Yes,High,Medium,Medium,Distinction,Visual,0.125,0.30000000000000004,0.7833333333333333,0.0,1.0,1.0
10970,24,93,1,1,1,1,1,28,3,13,1,95,69,0,2,2,Male,Yes,Yes,No,Yes,Low,Medium,Low,Pass,Visual,0.8250000000000002,0.9000000000000001,0.4833333333333333,0.5,1.0,1.0
10971,24,93,1,1,1,1,1,19,2,4,0,50,97,1,2,0,Male,Yes,Yes,Yes,No,Low,Medium,Low,Distinction,ReadWrite,0.8250000000000002,0.0,0.9500000000000001,0.5,1.0,0.0
10972,24,93,1,1,1,1,1,18,0,8,1,77,90,1,0,0,Male,Yes,Yes,Yes,Yes,Low,High,Low,Distinction,Auditory,0.8250000000000002,0.54,0.8333333333333334,0.5,0.0,1.0
10973,24,93,1,1,2,1,1,28,3,13,1,95,69,0,2,2,Male,Yes,Yes,No,Yes,Medium,Medium,Low,Pass,Visual,0.8250000000000002,0.9000000000000001,0.4833333333333333,1.0,1.0,1.0
10974,24,93,1,1,2,1,1,19,2,4,0,50,97,1,2,0,Male,Yes,Yes,Yes,No,Medium,Medium,Low,Distinction,ReadWrite,0.8250000000000002,0.0,0.9500000000000001,1.0,1.0,0.0
10975,24,93,1,1,2,1,1,18,0,8,1,77,90,1,0,0,Male,Yes,Yes,Yes,Yes,Medium,High,Low,Distinction,Auditory,0.8250000000000002,0.54,0.8333333333333334,1.0,0.0,1.0
10976,24,93,0,1,2,1,1,28,3,13,1,95,69,0,2,2,Male,Yes,Yes,No,Yes,Medium,Medium,High,Pass,Visual,0.8250000000000002,0.9000000000000001,0.4833333333333333,1.0,1.0,1.0
10977,24,93,0,1,2,1,1,19,2,4,0,50,97,1,2,0,Male,Yes,Yes,Yes,No,Medium,Medium,High,Distinction,ReadWrite,0.8250000000000002,0.0,0.9500000000000001,1.0,1.0,0.0
10978,24,93,0,1,2,1,1,18,0,8,1,77,90,1,0,0,Male,Yes,Yes,Yes,Yes,Medium,High,High,Distinction,Auditory,0.8250000000000002,0.54,0.8333333333333334,1.0,0.0,1.0
10979,24,93,2,1,1,1,1,28,3,13,1,95,69,0,2,2,Male,Yes,Yes,No,Yes,Low,Medium,Medium,Pass,Visual,0.8250000000000002,0.9000000000000001,0.4833333333333333,0.5,1.0,1.0
10980,24,93,2,1,1,1,1,19,2,4,0,50,97,1,2,0,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Distinction,ReadWrite,0.8250000000000002,0.0,0.9500000000000001,0.5,1.0,0.0
10981,24,93,2,1,1,1,1,18,0,8,1,77,90,1,0,0,Male,Yes,Yes,Yes,Yes,Low,High,Medium,Distinction,Auditory,0.8250000000000002,0.54,0.8333333333333334,0.5,0.0,1.0
10982,24,93,1,1,2,1,1,28,3,13,1,95,69,0,2,2,Male,Yes,Yes,No,Yes,Medium,Medium,Low,Pass,Visual,0.8250000000000002,0.9000000000000001,0.4833333333333333,1.0,1.0,1.0
10983,24,93,1,1,2,1,1,19,2,4,0,50,97,1,2,0,Male,Yes,Yes,Yes,No,Medium,Medium,Low,Distinction,ReadWrite,0.8250000000000002,0.0,0.9500000000000001,1.0,1.0,0.0
10984,24,93,1,1,2,1,1,18,0,8,1,77,90,1,0,0,Male,Yes,Yes,Yes,Yes,Medium,High,Low,Distinction,Auditory,0.8250000000000002,0.54,0.8333333333333334,1.0,0.0,1.0
10985,10,76,1,1,1,1,0,29,2,7,1,94,86,1,0,0,Female,Yes,Yes,Yes,Yes,Low,High,Low,Distinction,ReadWrite,0.40000000000000013,0.8800000000000001,0.7666666666666667,0.5,0.0,1.0
10986,10,76,1,1,1,1,0,28,3,7,0,100,44,1,1,3,Female,Yes,Yes,Yes,No,Low,Low,Low,Fail,Visual,0.40000000000000013,1.0,0.06666666666666665,0.5,0.5,0.0
10987,10,76,1,1,1,1,0,19,0,12,1,53,54,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Auditory,0.40000000000000013,0.06000000000000005,0.2333333333333334,0.5,1.0,1.0
10988,10,76,0,1,0,1,0,29,2,7,1,94,86,1,0,0,Female,Yes,Yes,Yes,Yes,High,High,High,Distinction,ReadWrite,0.40000000000000013,0.8800000000000001,0.7666666666666667,0.0,0.0,1.0
10989,10,76,0,1,0,1,0,28,3,7,0,100,44,1,1,3,Female,Yes,Yes,Yes,No,High,Low,High,Fail,Visual,0.40000000000000013,1.0,0.06666666666666665,0.0,0.5,0.0
10990,10,76,0,1,0,1,0,19,0,12,1,53,54,1,2,3,Female,Yes,Yes,Yes,Yes,High,Medium,High,Fail,Auditory,0.40000000000000013,0.06000000000000005,0.2333333333333334,0.0,1.0,1.0
10991,23,100,1,1,1,1,1,27,1,12,0,96,90,1,1,0,Male,Yes,Yes,Yes,No,Low,Low,Low,Distinction,Kinesthetic,1.0,0.9199999999999999,0.8333333333333334,0.5,0.5,0.0
10992,23,100,1,1,1,1,1,19,3,0,1,71,53,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Visual,1.0,0.41999999999999993,0.21666666666666667,0.5,1.0,1.0
10993,23,100,1,1,1,1,1,27,1,12,0,96,90,1,1,0,Male,Yes,Yes,Yes,No,Low,Low,Low,Distinction,Kinesthetic,1.0,0.9199999999999999,0.8333333333333334,0.5,0.5,0.0
10994,23,100,1,1,1,1,1,19,3,0,1,71,53,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Visual,1.0,0.41999999999999993,0.21666666666666667,0.5,1.0,1.0
10995,23,100,0,1,1,1,1,27,1,12,0,96,90,1,1,0,Male,Yes,Yes,Yes,No,Low,Low,High,Distinction,Kinesthetic,1.0,0.9199999999999999,0.8333333333333334,0.5,0.5,0.0
10996,23,100,0,1,1,1,1,19,3,0,1,71,53,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,High,Fail,Visual,1.0,0.41999999999999993,0.21666666666666667,0.5,1.0,1.0
10997,32,79,2,1,1,1,1,25,2,8,1,50,98,1,1,0,Male,Yes,Yes,Yes,Yes,Low,Low,Medium,Distinction,ReadWrite,0.4750000000000001,0.0,0.9666666666666667,0.5,0.5,1.0
10998,32,79,2,1,1,1,1,26,1,20,1,59,64,0,0,2,Male,Yes,Yes,No,Yes,Low,High,Medium,Pass,Kinesthetic,0.4750000000000001,0.17999999999999994,0.4,0.5,0.0,1.0
10999,31,91,1,1,1,1,1,24,3,16,1,91,56,0,2,2,Male,Yes,Yes,No,Yes,Low,Medium,Low,Pass,Visual,0.7749999999999999,0.8200000000000001,0.2666666666666667,0.5,1.0,1.0
11000,31,91,1,1,1,1,1,26,0,17,1,96,65,1,2,2,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,Auditory,0.7749999999999999,0.9199999999999999,0.41666666666666663,0.5,1.0,1.0
11001,31,91,1,1,1,1,1,23,1,11,1,57,60,1,0,2,Male,Yes,Yes,Yes,Yes,Low,High,Low,Pass,Kinesthetic,0.7749999999999999,0.14000000000000012,0.33333333333333337,0.5,0.0,1.0
11002,31,91,1,1,1,1,1,28,2,2,0,63,94,1,1,0,Male,Yes,Yes,Yes,No,Low,Low,Low,Distinction,ReadWrite,0.7749999999999999,0.26,0.9,0.5,0.5,0.0
11003,31,91,1,1,1,1,1,21,3,0,1,91,61,0,2,2,Male,Yes,Yes,No,Yes,Low,Medium,Low,Pass,Visual,0.7749999999999999,0.8200000000000001,0.35,0.5,1.0,1.0
11004,31,91,1,1,0,1,1,24,3,16,1,91,56,0,2,2,Male,Yes,Yes,No,Yes,High,Medium,Low,Pass,Visual,0.7749999999999999,0.8200000000000001,0.2666666666666667,0.0,1.0,1.0
11005,31,91,1,1,0,1,1,26,0,17,1,96,65,1,2,2,Male,Yes,Yes,Yes,Yes,High,Medium,Low,Pass,Auditory,0.7749999999999999,0.9199999999999999,0.41666666666666663,0.0,1.0,1.0
11006,31,91,1,1,0,1,1,23,1,11,1,57,60,1,0,2,Male,Yes,Yes,Yes,Yes,High,High,Low,Pass,Kinesthetic,0.7749999999999999,0.14000000000000012,0.33333333333333337,0.0,0.0,1.0
11007,31,91,1,1,0,1,1,28,2,2,0,63,94,1,1,0,Male,Yes,Yes,Yes,No,High,Low,Low,Distinction,ReadWrite,0.7749999999999999,0.26,0.9,0.0,0.5,0.0
11008,31,91,1,1,0,1,1,21,3,0,1,91,61,0,2,2,Male,Yes,Yes,No,Yes,High,Medium,Low,Pass,Visual,0.7749999999999999,0.8200000000000001,0.35,0.0,1.0,1.0
11009,31,91,2,1,2,1,1,24,3,16,1,91,56,0,2,2,Male,Yes,Yes,No,Yes,Medium,Medium,Medium,Pass,Visual,0.7749999999999999,0.8200000000000001,0.2666666666666667,1.0,1.0,1.0
11010,31,91,2,1,2,1,1,26,0,17,1,96,65,1,2,2,Male,Yes,Yes,Yes,Yes,Medium,Medium,Medium,Pass,Auditory,0.7749999999999999,0.9199999999999999,0.41666666666666663,1.0,1.0,1.0
11011,31,91,2,1,2,1,1,23,1,11,1,57,60,1,0,2,Male,Yes,Yes,Yes,Yes,Medium,High,Medium,Pass,Kinesthetic,0.7749999999999999,0.14000000000000012,0.33333333333333337,1.0,0.0,1.0
11012,31,91,2,1,2,1,1,28,2,2,0,63,94,1,1,0,Male,Yes,Yes,Yes,No,Medium,Low,Medium,Distinction,ReadWrite,0.7749999999999999,0.26,0.9,1.0,0.5,0.0
11013,31,91,2,1,2,1,1,21,3,0,1,91,61,0,2,2,Male,Yes,Yes,No,Yes,Medium,Medium,Medium,Pass,Visual,0.7749999999999999,0.8200000000000001,0.35,1.0,1.0,1.0
11014,29,82,2,0,1,1,1,27,1,14,1,62,92,1,1,0,Male,Yes,No,Yes,Yes,Low,Low,Medium,Distinction,Kinesthetic,0.5500000000000003,0.24,0.8666666666666666,0.5,0.5,1.0
11015,29,82,2,0,0,1,1,27,1,14,1,62,92,1,1,0,Male,Yes,No,Yes,Yes,High,Low,Medium,Distinction,Kinesthetic,0.5500000000000003,0.24,0.8666666666666666,0.0,0.5,1.0
11016,25,86,0,1,1,1,0,22,0,12,0,64,42,1,2,3,Female,Yes,Yes,Yes,No,Low,Medium,High,Fail,Auditory,0.6499999999999999,0.28,0.033333333333333326,0.5,1.0,0.0
11017,22,68,1,1,2,1,0,23,0,14,0,78,47,1,2,3,Female,Yes,Yes,Yes,No,Medium,Medium,Low,Fail,Auditory,0.20000000000000018,0.56,0.1166666666666667,1.0,1.0,0.0
11018,22,68,1,1,2,1,0,19,1,5,0,83,94,1,2,0,Female,Yes,Yes,Yes,No,Medium,Medium,Low,Distinction,Kinesthetic,0.20000000000000018,0.6600000000000001,0.9,1.0,1.0,0.0
11019,22,68,1,1,2,1,0,28,1,14,0,62,58,0,1,2,Female,Yes,Yes,No,No,Medium,Low,Low,Pass,Kinesthetic,0.20000000000000018,0.24,0.30000000000000004,1.0,0.5,0.0
11020,22,68,1,1,2,1,0,28,1,18,1,59,76,1,0,1,Female,Yes,Yes,Yes,Yes,Medium,High,Low,Merit,Kinesthetic,0.20000000000000018,0.17999999999999994,0.6,1.0,0.0,1.0
11021,22,68,1,0,2,1,0,23,0,14,0,78,47,1,2,3,Female,Yes,No,Yes,No,Medium,Medium,Low,Fail,Auditory,0.20000000000000018,0.56,0.1166666666666667,1.0,1.0,0.0
11022,22,68,1,0,2,1,0,19,1,5,0,83,94,1,2,0,Female,Yes,No,Yes,No,Medium,Medium,Low,Distinction,Kinesthetic,0.20000000000000018,0.6600000000000001,0.9,1.0,1.0,0.0
11023,22,68,1,0,2,1,0,28,1,14,0,62,58,0,1,2,Female,Yes,No,No,No,Medium,Low,Low,Pass,Kinesthetic,0.20000000000000018,0.24,0.30000000000000004,1.0,0.5,0.0
11024,22,68,1,0,2,1,0,28,1,18,1,59,76,1,0,1,Female,Yes,No,Yes,Yes,Medium,High,Low,Merit,Kinesthetic,0.20000000000000018,0.17999999999999994,0.6,1.0,0.0,1.0
11025,22,68,1,0,1,1,0,23,0,14,0,78,47,1,2,3,Female,Yes,No,Yes,No,Low,Medium,Low,Fail,Auditory,0.20000000000000018,0.56,0.1166666666666667,0.5,1.0,0.0
11026,22,68,1,0,1,1,0,19,1,5,0,83,94,1,2,0,Female,Yes,No,Yes,No,Low,Medium,Low,Distinction,Kinesthetic,0.20000000000000018,0.6600000000000001,0.9,0.5,1.0,0.0
11027,22,68,1,0,1,1,0,28,1,14,0,62,58,0,1,2,Female,Yes,No,No,No,Low,Low,Low,Pass,Kinesthetic,0.20000000000000018,0.24,0.30000000000000004,0.5,0.5,0.0
11028,22,68,1,0,1,1,0,28,1,18,1,59,76,1,0,1,Female,Yes,No,Yes,Yes,Low,High,Low,Merit,Kinesthetic,0.20000000000000018,0.17999999999999994,0.6,0.5,0.0,1.0
11029,33,90,1,1,1,1,1,24,3,14,0,72,91,0,0,0,Male,Yes,Yes,No,No,Low,High,Low,Distinction,Visual,0.75,0.43999999999999995,0.85,0.5,0.0,0.0
11030,33,90,1,1,1,1,1,20,3,9,0,86,100,1,0,0,Male,Yes,Yes,Yes,No,Low,High,Low,Distinction,Visual,0.75,0.72,1.0,0.5,0.0,0.0
11031,33,90,1,1,1,1,1,19,0,1,1,79,53,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Auditory,0.75,0.5800000000000001,0.21666666666666667,0.5,1.0,1.0
11032,33,90,1,1,1,1,1,25,0,4,0,93,48,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,Low,Fail,Auditory,0.75,0.8600000000000001,0.13333333333333341,0.5,1.0,0.0
11033,19,74,2,1,1,1,1,27,2,9,0,65,67,1,2,2,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Pass,ReadWrite,0.3500000000000001,0.30000000000000004,0.45000000000000007,0.5,1.0,0.0
11034,19,74,2,1,1,1,1,20,1,18,1,85,83,1,1,1,Male,Yes,Yes,Yes,Yes,Low,Low,Medium,Merit,Kinesthetic,0.3500000000000001,0.7,0.7166666666666667,0.5,0.5,1.0
11035,19,74,2,0,2,1,1,27,2,9,0,65,67,1,2,2,Male,Yes,No,Yes,No,Medium,Medium,Medium,Pass,ReadWrite,0.3500000000000001,0.30000000000000004,0.45000000000000007,1.0,1.0,0.0
11036,19,74,2,0,2,1,1,20,1,18,1,85,83,1,1,1,Male,Yes,No,Yes,Yes,Medium,Low,Medium,Merit,Kinesthetic,0.3500000000000001,0.7,0.7166666666666667,1.0,0.5,1.0
11037,19,74,0,1,1,0,1,27,2,9,0,65,67,1,2,2,Male,No,Yes,Yes,No,Low,Medium,High,Pass,ReadWrite,0.3500000000000001,0.30000000000000004,0.45000000000000007,0.5,1.0,0.0
11038,19,74,0,1,1,0,1,20,1,18,1,85,83,1,1,1,Male,No,Yes,Yes,Yes,Low,Low,High,Merit,Kinesthetic,0.3500000000000001,0.7,0.7166666666666667,0.5,0.5,1.0
11039,19,74,0,1,2,0,1,27,2,9,0,65,67,1,2,2,Male,No,Yes,Yes,No,Medium,Medium,High,Pass,ReadWrite,0.3500000000000001,0.30000000000000004,0.45000000000000007,1.0,1.0,0.0
11040,19,74,0,1,2,0,1,20,1,18,1,85,83,1,1,1,Male,No,Yes,Yes,Yes,Medium,Low,High,Merit,Kinesthetic,0.3500000000000001,0.7,0.7166666666666667,1.0,0.5,1.0
11041,19,74,1,0,2,1,1,27,2,9,0,65,67,1,2,2,Male,Yes,No,Yes,No,Medium,Medium,Low,Pass,ReadWrite,0.3500000000000001,0.30000000000000004,0.45000000000000007,1.0,1.0,0.0
11042,19,74,1,0,2,1,1,20,1,18,1,85,83,1,1,1,Male,Yes,No,Yes,Yes,Medium,Low,Low,Merit,Kinesthetic,0.3500000000000001,0.7,0.7166666666666667,1.0,0.5,1.0
11043,19,74,2,0,2,1,1,27,2,9,0,65,67,1,2,2,Male,Yes,No,Yes,No,Medium,Medium,Medium,Pass,ReadWrite,0.3500000000000001,0.30000000000000004,0.45000000000000007,1.0,1.0,0.0
11044,19,74,2,0,2,1,1,20,1,18,1,85,83,1,1,1,Male,Yes,No,Yes,Yes,Medium,Low,Medium,Merit,Kinesthetic,0.3500000000000001,0.7,0.7166666666666667,1.0,0.5,1.0
11045,19,74,1,1,1,1,1,27,2,9,0,65,67,1,2,2,Male,Yes,Yes,Yes,No,Low,Medium,Low,Pass,ReadWrite,0.3500000000000001,0.30000000000000004,0.45000000000000007,0.5,1.0,0.0
11046,19,74,1,1,1,1,1,20,1,18,1,85,83,1,1,1,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Merit,Kinesthetic,0.3500000000000001,0.7,0.7166666666666667,0.5,0.5,1.0
11047,19,74,2,0,2,1,1,27,2,9,0,65,67,1,2,2,Male,Yes,No,Yes,No,Medium,Medium,Medium,Pass,ReadWrite,0.3500000000000001,0.30000000000000004,0.45000000000000007,1.0,1.0,0.0
11048,19,74,2,0,2,1,1,20,1,18,1,85,83,1,1,1,Male,Yes,No,Yes,Yes,Medium,Low,Medium,Merit,Kinesthetic,0.3500000000000001,0.7,0.7166666666666667,1.0,0.5,1.0
11049,28,80,2,1,0,1,0,19,0,19,0,50,64,1,2,2,Female,Yes,Yes,Yes,No,High,Medium,Medium,Pass,Auditory,0.5,0.0,0.4,0.0,1.0,0.0
11050,28,80,2,1,0,1,0,21,1,1,0,67,91,0,1,0,Female,Yes,Yes,No,No,High,Low,Medium,Distinction,Kinesthetic,0.5,0.3400000000000001,0.85,0.0,0.5,0.0
11051,28,80,2,0,1,1,0,19,0,19,0,50,64,1,2,2,Female,Yes,No,Yes,No,Low,Medium,Medium,Pass,Auditory,0.5,0.0,0.4,0.5,1.0,0.0
11052,28,80,2,0,1,1,0,21,1,1,0,67,91,0,1,0,Female,Yes,No,No,No,Low,Low,Medium,Distinction,Kinesthetic,0.5,0.3400000000000001,0.85,0.5,0.5,0.0
11053,9,65,1,0,0,1,1,18,1,11,1,79,45,0,1,3,Male,Yes,No,No,Yes,High,Low,Low,Fail,Kinesthetic,0.125,0.5800000000000001,0.08333333333333337,0.0,0.5,1.0
11054,9,65,1,0,0,1,1,27,0,9,1,96,70,0,2,1,Male,Yes,No,No,Yes,High,Medium,Low,Merit,Auditory,0.125,0.9199999999999999,0.5000000000000001,0.0,1.0,1.0
11055,9,65,1,1,1,1,1,18,1,11,1,79,45,0,1,3,Male,Yes,Yes,No,Yes,Low,Low,Low,Fail,Kinesthetic,0.125,0.5800000000000001,0.08333333333333337,0.5,0.5,1.0
11056,9,65,1,1,1,1,1,27,0,9,1,96,70,0,2,1,Male,Yes,Yes,No,Yes,Low,Medium,Low,Merit,Auditory,0.125,0.9199999999999999,0.5000000000000001,0.5,1.0,1.0
11057,8,85,0,1,0,1,1,19,1,4,1,81,89,1,1,0,Male,Yes,Yes,Yes,Yes,High,Low,High,Distinction,Kinesthetic,0.625,0.6200000000000001,0.8166666666666668,0.0,0.5,1.0
11058,8,85,0,1,0,1,1,24,1,2,0,64,90,0,2,0,Male,Yes,Yes,No,No,High,Medium,High,Distinction,Kinesthetic,0.625,0.28,0.8333333333333334,0.0,1.0,0.0
11059,13,98,2,1,1,1,0,25,2,5,1,53,46,0,2,3,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Fail,ReadWrite,0.9500000000000002,0.06000000000000005,0.09999999999999998,0.5,1.0,1.0
